trait	Chr	start	end	e_chr	e_start	e_peak	e_end	logP	var_exp	eQTL_classification	e_length	ens_gene	ext_gene	biotype
Y104H12A.1a.2	IV	1386045	1399543	IV	3699373	4430374	6457100	6.89925376803695	0.1282210443009	Distant eQTL	2757727	WBGene00022423	nhr-41	mRNA
Y104H12A.1a.2	IV	1386045	1399543	V	12866354	14654518	15302950	7.66671037886531	0.14277115673262	Distant eQTL	2436596	WBGene00022423	nhr-41	mRNA
Y104H12D.1a.1	IV	1187802	1192977	IV	1052544	1183441	1404523	10.0433470834299	0.211428408435075	Local eQTL	351979	WBGene00007020	mdt-20	mRNA
Y104H12D.2.2	IV	1177961	1186622	IV	1072389	1183441	1404523	6.43994887842945	0.118873386027017	Local eQTL	332134	WBGene00022426	Y104H12D.2	mRNA
Y104H12D.3a.1	IV	1193065	1201901	IV	1089241	1208416	1629607	8.2825112586978	0.166356811463341	Local eQTL	540366	WBGene00022427	spl-3	mRNA
Y104H12D.3b.1	IV	1197967	1201449	IV	1019943	1135362	1450957	6.76088124418765	0.106549695580628	Local eQTL	431014	WBGene00022427	spl-3	mRNA
Y104H12D.3b.1	IV	1197967	1201449	V	19626198	20636831	20900332	7.2368453601493	0.152752182810651	Distant eQTL	1274134	WBGene00022427	spl-3	mRNA
Y104H12D.3c.1	IV	1193076	1198971	IV	1096310	1202556	1450957	6.87450281369595	0.138856783968382	Local eQTL	354647	WBGene00022427	spl-3	mRNA
Y104H12D.4.2	IV	1177984	1186622	IV	729566	1216774	2142306	19.1189267271499	0.342512285817175	Local eQTL	1412740	WBGene00022428	Y104H12D.4	mRNA
Y105C5A.12.1	IV	15641476	15641799	IV	14858151	15700116	16532709	19.4781731892506	0.349873067913473	Local eQTL	1674558	WBGene00013636	Y105C5A.12	mRNA
Y105C5A.1268.1	IV	15646031	15646509	IV	2685695	3396429	4055325	7.16269016916721	0.141642986384926	Distant eQTL	1369630	WBGene00185102	Y105C5A.1268	mRNA
Y105C5A.1.2	IV	15550851	15564427	X	10702407	12806130	13612616	7.19549207818484	0.146829977162802	Distant eQTL	2910209	WBGene00013632	Y105C5A.1	mRNA
Y105C5A.14	IV	15646970	15648298	I	2944266	4479282	9076639	8.44662502496485	0.149107853800675	Distant eQTL	6132373	WBGene00013638	Y105C5A.14	pseudogenic_transcript
Y105C5A.14	IV	15646970	15648298	IV	6137181	8994832	16195808	7.11702828043945	0.0943605451720738	Distant eQTL	10058627	WBGene00013638	Y105C5A.14	pseudogenic_transcript
Y105C5A.15e.1	IV	15689201	15721805	I	13888847	14700446	15058146	6.13081037647122	0.126462833495838	Distant eQTL	1169299	WBGene00013639	Y105C5A.15	mRNA
Y105C5A.15e.1	IV	15689201	15721805	X	14642259	14837286	15300226	6.35702710035465	0.119262250159163	Distant eQTL	657967	WBGene00013639	Y105C5A.15	mRNA
Y105C5A.25	IV	15860221	15861442	I	2933149	4446767	10465402	8.43566814851783	0.160561394128433	Distant eQTL	7532253	WBGene00013644	Y105C5A.25	pseudogenic_transcript
Y105C5A.2	IV	15556037	15558079	IV	1732971	3481894	4079872	10.6537567793193	0.239398185828225	Distant eQTL	2346901	WBGene00014958	Y105C5A.2	pseudogenic_transcript
Y105C5A.9a.1	IV	15631517	15633510	II	765545	1177776	3050102	14.8940872449162	0.429029028442871	Distant eQTL	2284557	WBGene00013634	Y105C5A.9	mRNA
Y105C5A.9b.1	IV	15631517	15633399	II	7028	2063402	2700622	22.7977261518252	0.560756378432171	Distant eQTL	2693594	WBGene00013634	Y105C5A.9	mRNA
Y105C5B.11a.1	IV	15937112	15941491	IV	14373029	15936845	17101282	11.104322958932	0.201911020077228	Local eQTL	2728253	WBGene00013651	Y105C5B.11	mRNA
Y105C5B.11b.1	IV	15937068	15941503	V	18847432	20001672	20900332	6.93470672562994	0.14425268440657	Distant eQTL	2052900	WBGene00013651	Y105C5B.11	mRNA
Y105C5B.12	IV	15942535	15944430	IV	14771226	15968885	16429360	11.6403985064177	0.228885195466501	Local eQTL	1658134	WBGene00013652	sams-2	pseudogenic_transcript
Y105C5B.12	IV	15942535	15944430	X	776152	2099030	3350284	6.32258455752795	0.127515664516766	Distant eQTL	2574132	WBGene00013652	sams-2	pseudogenic_transcript
Y105C5B.13.1	IV	15946807	15947385	IV	13492987	15968885	16435216	22.2168427112754	0.410201822294917	Local eQTL	2942229	WBGene00004816	skr-10	mRNA
Y105C5B.25a.1	IV	16142544	16147155	IV	15357221	17077016	17490095	9.61692856388295	0.285355284968852	Local eQTL	2132874	WBGene00013662	Y105C5B.25	mRNA
Y105C5B.29.1	IV	16132464	16134280	IV	13729536	16148276	17490095	15.4143386249545	0.522659045220804	Local eQTL	3760559	WBGene00013665	hlh-32	mRNA
Y105C5B.3.1	IV	15884222	15888419	IV	15281169	15876927	16410833	7.16859198831311	0.176705749862733	Local eQTL	1129664	WBGene00013646	Y105C5B.3	mRNA
Y105E8A.19.2	I	14476693	14486770	I	13193629	14400730	15058146	9.53826008088318	0.236201608192039	Local eQTL	1864517	WBGene00013677	yars-1	mRNA
Y105E8A.20b.1	I	14486878	14496560	I	12768274	14544403	15058146	14.4110478729896	0.330303438054132	Local eQTL	2289872	WBGene00013678	Y105E8A.20	mRNA
Y105E8A.20b.1	I	14486878	14496560	V	18040031	19517561	20262756	8.60935242917405	0.250732700556192	Distant eQTL	2222725	WBGene00013678	Y105E8A.20	mRNA
Y105E8A.22.1	I	14511431	14518719	I	13352378	14502855	15058146	8.2794363467612	0.158786185809617	Local eQTL	1705768	WBGene00001365	exc-4	mRNA
Y105E8A.23a.2	I	14552075	14565844	I	11023315	14497579	15058146	9.73399820534616	0.18948582965031	Local eQTL	4034831	WBGene00013680	rpom-1	mRNA
Y105E8A.23b.1	I	14552188	14565844	I	11817442	14519913	15058146	40.9110696270904	0.64021918666943	Local eQTL	3240704	WBGene00013680	rpom-1	mRNA
Y105E8A.25b.1	I	14566312	14616523	I	13193629	14191144	15024900	6.24282383378842	0.142667927173381	Local eQTL	1831271	WBGene00013682	Y105E8A.25	mRNA
Y105E8A.28.1	I	14496816	14498295	I	11889903	14497579	15058146	54.6135428386519	0.715310823090986	Local eQTL	3168243	WBGene00013685	Y105E8A.28	mRNA
Y105E8A.8.2	I	14400181	14405651	I	13227663	14400730	15058146	7.78534152073471	0.134078619939533	Local eQTL	1830483	WBGene00013669	tcab-1	mRNA
Y105E8B.11.1	I	14620183	14620637	I	2440304	2775461	5962443	7.03258239503322	0.19796024449465	Distant eQTL	3522139	WBGene00044265	Y105E8B.11	mRNA
Y105E8B.11.1	I	14620183	14620637	IV	2764940	3881833	7467569	18.295975958881	0.441775463302732	Distant eQTL	4702629	WBGene00044265	Y105E8B.11	mRNA
Y105E8B.1g.1	I	14622429	14630959	X	14759292	15094057	15549686	6.6500081147151	0.122889105660146	Distant eQTL	790394	WBGene00002978	lev-11	mRNA
Y105E8B.6.1	I	14662524	14663157	I	12702898	14742007	15058146	6.74803013310962	0.137746029482121	Local eQTL	2355248	WBGene00013691	Y105E8B.6	mRNA
Y105E8B.8a.1	I	14664449	14674841	I	12489157	14665643	15058146	9.20355894288134	0.173823947925763	Local eQTL	2568989	WBGene00001334	ero-1	mRNA
Y106G6A.2a.2	I	9931865	9934296	I	1072123	1601293	2019260	6.32166732654127	0.117144197989799	Distant eQTL	947137	WBGene00013695	epg-8	mRNA
Y106G6E.1.1	I	10198286	10200440	V	18687753	19945382	20900332	7.77884962432662	0.171328172975957	Distant eQTL	2212579	WBGene00013705	Y106G6E.1	mRNA
Y106G6H.12a.2	I	10464328	10471056	II	12960610	13133463	13314919	6.18490253782354	0.114506075768855	Distant eQTL	354309	WBGene00001112	duo-3	mRNA
Y106G6H.12a.2	I	10464328	10471056	III	4546978	6898616	7867229	6.37080082354912	0.118090557080598	Distant eQTL	3320251	WBGene00001112	duo-3	mRNA
Y106G6H.6a.2	I	10443717	10446043	IV	14507555	15068097	16443061	8.35093271813487	0.154876654129988	Distant eQTL	1935506	WBGene00013719	Y106G6H.6	mRNA
Y108F1.3	X	257329	260110	II	7028	630616	1085131	7.67808007439596	0.220490857703001	Distant eQTL	1078103	WBGene00022431	set-33	pseudogenic_transcript
Y108F1.3	X	257329	260110	IV	15433124	16027005	16459614	6.14309401041466	0.178480092294689	Distant eQTL	1026490	WBGene00022431	set-33	pseudogenic_transcript
Y108F1.4	X	269127	270029	II	2706647	3767356	4353617	20.2147300706064	0.365317545262353	Distant eQTL	1646970	WBGene00022432	math-43	pseudogenic_transcript
Y108F1.4	X	269127	270029	V	2056169	3249178	4344563	8.1655619613463	0.321782608348729	Distant eQTL	2288394	WBGene00022432	math-43	pseudogenic_transcript
Y108G3AL.2.2	V	166987	176823	V	6426148	10343103	13592136	6.20780156013795	0.114948184654667	Distant eQTL	7165988	WBGene00022434	Y108G3AL.2	mRNA
Y110A2AL.1.1	II	2875101	2876768	II	1677238	2683072	4491051	25.6533693006278	0.621008574053999	Local eQTL	2813813	WBGene00022438	Y110A2AL.1	mRNA
Y110A2AL.12a.1	II	2877419	2884910	I	12680464	13623980	14595064	9.52978039367603	0.189025051919281	Distant eQTL	1914600	WBGene00022447	pigw-1	mRNA
Y110A2AL.12a.1	II	2877419	2884910	II	8598601	9215013	9709905	13.124097245747	0.255556544173334	Distant eQTL	1111304	WBGene00022447	pigw-1	mRNA
Y110A2AL.12a.1	II	2877419	2884910	III	983248	1447618	1824845	7.88483492571985	0.156822736614925	Distant eQTL	841597	WBGene00022447	pigw-1	mRNA
Y110A2AL.12a.2	II	2877419	2884916	II	8598601	9215013	9709905	6.254619328308	0.156399508184561	Distant eQTL	1111304	WBGene00022447	pigw-1	mRNA
Y110A2AL.12b.1	II	2878911	2881519	II	1489680	2619550	3629616	17.4535008819276	0.392813104033016	Local eQTL	2139936	WBGene00022447	pigw-1	mRNA
Y110A2AL.13.1	II	2885518	2889016	I	9768752	11780044	12702898	6.81457380843939	0.139657097937281	Distant eQTL	2934146	WBGene00022448	pinn-1	mRNA
Y110A2AL.2.1	II	2867993	2870758	II	1681007	2827425	3736956	15.4932237097687	0.403323306077337	Local eQTL	2055949	WBGene00022439	Y110A2AL.2	mRNA
Y110A2AL.3.1	II	2867074	2867779	II	1677238	2834136	4842625	21.464694345651	0.514211284242247	Local eQTL	3165387	WBGene00022440	Y110A2AL.3	mRNA
Y110A2AL.4b.1	II	2839308	2840114	II	1539480	2805590	3423053	17.5994583962902	0.51904614926219	Local eQTL	1883573	WBGene00022441	Y110A2AL.4	mRNA
Y110A2AL.8b.2	II	2845412	2852599	II	2206925	2857385	3416782	7.72356641647729	0.177734019598472	Local eQTL	1209857	WBGene00004210	ptc-3	mRNA
Y110A2AL.8c.1	II	2845616	2852128	II	2626144	2857584	3406415	6.3733075533115	0.117596540876762	Local eQTL	780271	WBGene00004210	ptc-3	mRNA
Y110A2AL.9.1	II	2865971	2866655	X	8618505	9283086	10102451	6.39301337600189	0.117974246208433	Distant eQTL	1483946	WBGene00022445	Y110A2AL.9	mRNA
Y110A2AL.9.2	II	2865969	2866655	II	1749430	2769885	3726133	23.3135170066616	0.393480518224877	Local eQTL	1976703	WBGene00022445	Y110A2AL.9	mRNA
Y110A2AM.3a.1	II	2894771	2900348	II	1159299	3033085	4353617	21.6433753574471	0.579212360053308	Local eQTL	3194318	WBGene00022450	ubc-26	mRNA
Y110A2AM.3a.2	II	2894771	2900533	II	815611	2724907	5088670	18.1598070200183	0.6544922074264	Local eQTL	4273059	WBGene00022450	ubc-26	mRNA
Y110A2AM.3a.2	II	2894771	2900533	V	19721685	20900332	20900332	6.70933114010809	0.0968353430222929	Distant eQTL	1178647	WBGene00022450	ubc-26	mRNA
Y110A2AR.1.1	II	2919710	2920904	V	15291012	16572386	16783044	6.43067845852802	0.138839371183166	Distant eQTL	1492032	WBGene00022452	Y110A2AR.1	mRNA
Y110A2AR.2a.1	II	2906515	2913594	II	2112584	2968520	6700956	12.5326362958172	0.336102912182384	Local eQTL	4588372	WBGene00006710	ubc-15	mRNA
Y110A2AR.2b.1	II	2901401	2913603	IV	1658768	2177206	2879228	9.9894499290049	0.302073572809596	Distant eQTL	1220460	WBGene00006710	ubc-15	mRNA
Y110A2AR.2i.1	II	2901790	2905735	II	2112584	2624924	2853825	6.13567158335282	0.120705095874309	Local eQTL	741241	WBGene00006710	ubc-15	mRNA
Y110A7A.14.1	I	5105110	5106048	III	12237181	12528761	13662846	6.49984623863371	0.134404757912931	Distant eQTL	1425665	WBGene00003924	pas-3	mRNA
Y110A7A.18.2	I	5158508	5162235	II	12016491	12203647	12461270	7.98060597611467	0.153852006516416	Distant eQTL	444779	WBGene00004094	ppw-2	mRNA
Y110A7A.3.1	I	5141673	5149226	I	2896967	4775095	10874829	11.5173388853493	0.22533291398431	Local eQTL	7977862	WBGene00006797	unc-63	mRNA
Y111B2A.10a.1	III	12595994	12598684	III	11274466	12717750	13772968	18.4172038128532	0.354746908851548	Local eQTL	2498502	WBGene00013734	Y111B2A.10	mRNA
Y111B2A.11.1	III	12599371	12608769	III	12352087	12747126	13772968	6.99447699024698	0.170118411075372	Local eQTL	1420881	WBGene00007030	epc-1	mRNA
Y111B2A.11.2	III	12599371	12608768	III	12183145	12604620	13772968	27.2458983658462	0.466422780601804	Local eQTL	1589823	WBGene00007030	epc-1	mRNA
Y111B2A.1.1	III	12492793	12495644	III	12183145	12495639	13772968	14.2737814594826	0.168645206397185	Local eQTL	1589823	WBGene00013727	Y111B2A.1	mRNA
Y111B2A.13.1	III	12624766	12625895	IV	15445553	16047511	16474100	6.52536731472453	0.124991997228342	Distant eQTL	1028547	WBGene00013736	gtf-2A2	mRNA
Y111B2A.14a.1	III	12626568	12651761	III	12291474	12605439	13772968	6.67557027036178	0.140709393846178	Local eQTL	1481494	WBGene00004161	pqn-80	mRNA
Y111B2A.14a.2	III	12626568	12651757	III	12297838	12614803	13772968	6.14056398922098	0.116098660700903	Local eQTL	1475130	WBGene00004161	pqn-80	mRNA
Y111B2A.14s.1	III	12626568	12640476	V	13598611	14649731	15294340	6.53033622714643	0.164933454795907	Distant eQTL	1695729	WBGene00004161	pqn-80	mRNA
Y111B2A.15.2	III	12652344	12662293	III	12177074	12471178	13126161	6.40738622207401	0.0765930586763771	Local eQTL	949087	WBGene00013737	tpst-1	mRNA
Y111B2A.16.1	III	12670753	12673423	III	11260416	13061998	13772968	36.1308191992388	0.589226893305139	Local eQTL	2512552	WBGene00006389	taf-7.2	mRNA
Y111B2A.18.2	III	12686701	12687916	III	11582429	12717750	13772968	20.1685523374209	0.379189221236995	Local eQTL	2190539	WBGene00004700	rsp-3	mRNA
Y111B2A.19a.1	III	12688318	12698436	III	11260416	12695670	13772968	45.5655822741131	0.703405858131706	Local eQTL	2512552	WBGene00013739	spin-4	mRNA
Y111B2A.19a.2	III	12688318	12697953	III	11624125	12695670	13772968	57.7941413413197	0.752220044983672	Local eQTL	2148843	WBGene00013739	spin-4	mRNA
Y111B2A.19b.1	III	12689954	12695667	III	11991817	12911860	13772968	8.08782028811017	0.149992064271074	Local eQTL	1781151	WBGene00013739	spin-4	mRNA
Y111B2A.21.2	III	12746419	12747701	III	12335621	12774206	13772968	27.0915263817329	0.516149828907107	Local eQTL	1437347	WBGene00013741	Y111B2A.21	mRNA
Y111B2A.22a.1	III	12714566	12744721	III	12336869	12775374	13772968	7.99786523411262	0.150262297139113	Local eQTL	1436099	WBGene00007027	ssl-1	mRNA
Y111B2A.22b.1	III	12714588	12728642	III	11629424	12747126	13772968	17.7675566931005	0.340870756016084	Local eQTL	2143544	WBGene00007027	ssl-1	mRNA
Y111B2A.25	III	12528287	12536848	III	12147031	12451026	13009887	7.6403945636832	0.16537764917244	Local eQTL	862856	WBGene00014613	Y111B2A.25	pseudogenic_transcript
Y111B2A.27	III	12530372	12532291	III	11781200	12525721	13772968	13.6690724320289	0.381192899481293	Local eQTL	1991768	WBGene00013744	Y111B2A.27	pseudogenic_transcript
Y111B2A.3.2	III	12496536	12499348	IV	13897322	14599043	15119372	7.51122795005654	0.139205485238186	Distant eQTL	1222050	WBGene00013729	Y111B2A.3	mRNA
Y111B2A.4a.1	III	12499557	12528044	I	11913243	14707876	15058146	8.37578532861306	0.274226822859129	Distant eQTL	3144903	WBGene00013730	sql-1	mRNA
Y111B2A.4a.1	III	12499557	12528044	II	1604425	2476363	3264531	6.18630459524608	0.258158019178549	Distant eQTL	1660106	WBGene00013730	sql-1	mRNA
Y111B2A.4a.1	III	12499557	12528044	III	11561233	12619451	13772968	18.8611513430046	0.446988721797113	Local eQTL	2211735	WBGene00013730	sql-1	mRNA
Y111B2A.4a.1	III	12499557	12528044	IV	2528329	6769970	11598143	8.05648095776635	0.256093826273345	Distant eQTL	9069814	WBGene00013730	sql-1	mRNA
Y111B2A.4a.1	III	12499557	12528044	V	4608693	5777049	8964143	10.0223638539594	0.376348401003096	Distant eQTL	4355450	WBGene00013730	sql-1	mRNA
Y111B2A.4a.1	III	12499557	12528044	X	14473333	14757095	15262607	8.43888001249873	0.315761666273951	Distant eQTL	789274	WBGene00013730	sql-1	mRNA
Y111B2A.8a.1	III	12537784	12548073	III	11624125	12302597	13772968	26.6125365848515	0.488518127580433	Local eQTL	2148843	WBGene00013732	aakg-1	mRNA
Y111B2A.8a.2	III	12537785	12548073	III	11260416	12491769	13772968	63.6200608312586	0.812912298652676	Local eQTL	2512552	WBGene00013732	aakg-1	mRNA
Y111B2A.8b.1	III	12539004	12544812	I	6415	1224025	2693609	6.54280462565695	0.164304620144047	Distant eQTL	2687194	WBGene00013732	aakg-1	mRNA
Y111B2A.8c.1	III	12537784	12575401	III	10977209	12440238	13772968	9.3034675077587	0.20554924986818	Local eQTL	2795759	WBGene00013732	aakg-1	mRNA
Y111B2A.8d.1	III	12538664	12563078	III	12205781	12693790	13772968	9.13040011601497	0.16920667741296	Local eQTL	1567187	WBGene00013732	aakg-1	mRNA
Y113G7A.10.1	V	20040949	20047410	V	18847432	20410593	20900332	7.23460219973105	0.136289897444318	Local eQTL	2052900	WBGene00013747	spe-19	mRNA
Y113G7A.11.1	V	20128416	20133142	V	18505995	20046403	20875880	7.31194249552412	0.197665316045621	Local eQTL	2369885	WBGene00013748	ssu-1	mRNA
Y113G7A.15a.1	V	20094253	20095008	V	18849905	20223221	20900332	8.80719726043126	0.174729056454043	Local eQTL	2050427	WBGene00013752	nlp-69	mRNA
Y113G7A.15b.1	V	20094711	20094980	V	19060041	20130859	20900332	6.4852924386653	0.117091141804664	Local eQTL	1840291	WBGene00013752	nlp-69	mRNA
Y113G7A.22.1	V	20134606	20135347	V	18009331	20204109	20875880	112.766795946796	0.970396750947972	Local eQTL	2866549	WBGene00206510	Y113G7A.22	mRNA
Y113G7A.2	V	20041693	20044405	V	18027967	19934203	20900332	22.6895225133082	0.45446324880474	Local eQTL	2872365	WBGene00014967	Y113G7A.2	pseudogenic_transcript
Y113G7A.3.2	V	20091263	20105693	V	17839238	20415724	20899078	132.642984118192	0.954667723144864	Local eQTL	3059840	WBGene00004754	sec-23	mRNA
Y113G7A.4b.1	V	20105638	20120674	V	18847432	20041542	20899078	6.51732240175167	0.154601943402872	Local eQTL	2051646	WBGene00003566	ncx-1	mRNA
Y113G7A.5.1	V	20023046	20036667	V	18031225	19671203	20900332	9.21681558127673	0.170782323450897	Local eQTL	2869107	WBGene00013746	lgc-55	mRNA
Y113G7A.9a.1	V	20087848	20090743	V	17684026	18109630	20900332	6.56718169615623	0.134669003812362	Distant eQTL	3216306	WBGene00000940	dcs-1	mRNA
Y113G7B.18b.1	V	20250806	20267244	V	18159496	20204109	20900332	10.8965010854862	0.235449524236848	Local eQTL	2740836	WBGene00007017	mdt-17	mRNA
Y113G7B.18b.2	V	20250814	20267237	MtDNA	227	319	12584	6.17171046349049	0.127910258936763	Distant eQTL	12357	WBGene00007017	mdt-17	mRNA
Y113G7B.27a.1	V	20192830	20193441	V	18015028	19557398	20875880	12.9677079778252	0.267344420506408	Local eQTL	2860852	WBGene00195241	Y113G7B.27	mRNA
Y113G7B.3.1	V	20190535	20192158	V	18019257	20201271	20875880	8.6092453149707	0.227283850965401	Local eQTL	2856623	WBGene00013755	fbxa-115	mRNA
Y113G7B.5b.2	V	20199260	20200641	II	730869	1203610	1677238	7.43368195752884	0.1787016931203	Distant eQTL	946369	WBGene00001482	fog-2	mRNA
Y113G7C.1.1	V	20317742	20324031	V	17892307	20233646	20899078	19.7356460894436	0.348630664563301	Local eQTL	3006771	WBGene00013771	Y113G7C.1	mRNA
Y116A8A.7.1	IV	16830196	16830790	IV	14576700	16996837	17490095	10.8966806137985	0.200888696115299	Local eQTL	2913395	WBGene00013777	Y116A8A.7	mRNA
Y116A8A.9a.1	IV	16848154	16854923	IV	15256937	17328314	17490095	8.77594731636903	0.169533310980408	Local eQTL	2233158	WBGene00003130	map-2	mRNA
Y116A8A.9c.1	IV	16848483	16854882	IV	14067646	17033832	17333324	12.1004220237704	0.27646209249917	Local eQTL	3265678	WBGene00003130	map-2	mRNA
Y116A8C.12.2	IV	16947114	16949978	IV	16406164	16969234	17297326	7.85593750507657	0.162639837087466	Local eQTL	891162	WBGene00000184	arf-6	mRNA
Y116A8C.13a.1	IV	16950067	16962868	IV	15260122	16670502	17395688	14.2165157748616	0.340154058216345	Local eQTL	2135566	WBGene00013792	rad-54.B	mRNA
Y116A8C.16a.1	IV	16995822	17014953	IV	15570114	16705524	17333182	8.08194776271347	0.150212001839268	Local eQTL	1763068	WBGene00004403	rom-4	mRNA
Y116A8C.21.1	IV	17044739	17045791	IV	14421768	17094782	17490095	140.625789663577	0.959931610174173	Local eQTL	3068327	WBGene00013798	clec-195	mRNA
Y116A8C.22.1	IV	17046470	17048357	IV	14175873	17020064	17490095	14.311025956728	0.320149462932264	Local eQTL	3314222	WBGene00013799	athp-3	mRNA
Y116A8C.27a.2	IV	17090630	17098057	IV	15497831	17113312	17490095	24.6960054366801	0.5075872289237	Local eQTL	1992264	WBGene00013804	Y116A8C.27	mRNA
Y116A8C.27b.1	IV	17090742	17092634	IV	14373029	17113312	17490095	25.8918618295137	0.427386882560537	Local eQTL	3117066	WBGene00013804	Y116A8C.27	mRNA
Y116A8C.28d.1	IV	17096526	17100248	IV	15653850	17163781	17490095	20.7886855371811	0.449466590226884	Local eQTL	1836245	WBGene00013805	bca-2	mRNA
Y116A8C.30a.1	IV	17096408	17103714	IV	15571664	17163781	17490095	16.9008659909725	0.426265700301785	Local eQTL	1918431	WBGene00013807	Y116A8C.30	mRNA
Y116A8C.3.1	IV	16916051	16917525	IV	14071236	17175267	17490095	9.0498327707411	0.178422513815304	Local eQTL	3418859	WBGene00013784	Y116A8C.3	mRNA
Y116A8C.33a.2	IV	17112113	17115466	IV	17034775	17292137	17490095	6.49152033420684	0.135447637250307	Local eQTL	455320	WBGene00013809	Y116A8C.33	mRNA
Y116A8C.465.1	IV	17065237	17066291	IV	16428931	16914728	17312465	6.40645161992729	0.123646318688469	Local eQTL	883534	WBGene00194957	Y116A8C.465	mRNA
Y116A8C.468.1	IV	16918379	16918501	V	18577612	20001672	20900332	7.12764317303944	0.135673192658569	Distant eQTL	2322720	WBGene00235304	Y116A8C.468	mRNA
Y116A8C.469.1	IV	16917809	16917931	V	19516368	20410593	20900332	6.80267415265189	0.129344101083752	Distant eQTL	1383964	WBGene00235305	Y116A8C.469	mRNA
Y116A8C.470.1	IV	16919151	16919312	V	1997803	2846739	4195943	6.399690616875	0.12144585907588	Distant eQTL	2198140	WBGene00255611	Y116A8C.470	mRNA
Y116A8C.5.1	IV	16924392	16927096	IV	15793809	16652631	17490095	37.1126388887379	0.806964574324421	Local eQTL	1696286	WBGene00013786	nep-24	mRNA
Y116A8C.7	IV	16928334	16929067	IV	15256937	16944690	17490095	44.0054336142667	0.723975443497387	Local eQTL	2233158	WBGene00014976	Y116A8C.7	pseudogenic_transcript
Y116A8C.8	IV	16931990	16933113	IV	15040447	17175267	17490095	25.1126219174392	0.494134811412107	Local eQTL	2449648	WBGene00013788	Y116A8C.8	pseudogenic_transcript
Y116A8C.9a.1	IV	16939216	16946800	IV	16384308	16934707	17490095	9.70579561282916	0.207414512793347	Local eQTL	1105787	WBGene00013789	Y116A8C.9	mRNA
Y116A8C.9b.1	IV	16940445	16943059	IV	16384308	16934707	17490095	15.322486635985	0.302526665189383	Local eQTL	1105787	WBGene00013789	Y116A8C.9	mRNA
Y116F11A.1.1	V	19730588	19732165	V	16862369	17917290	19792378	9.87357485842143	0.146176711752371	Distant eQTL	2930009	WBGene00013816	Y116F11A.1	mRNA
Y116F11B.10a	V	19870506	19873929	IV	2029323	2849850	4085736	11.8304530524927	0.290637078321147	Distant eQTL	2056413	WBGene00013826	Y116F11B.10	pseudogenic_transcript
Y116F11B.10a	V	19870506	19873929	V	16496233	16766150	17723744	6.1501823703871	0.0756060204535502	Distant eQTL	1227511	WBGene00013826	Y116F11B.10	pseudogenic_transcript
Y116F11B.10b	V	19870506	19873931	V	18394008	19872094	20900332	12.880938910603	0.273208142485607	Local eQTL	2506324	WBGene00013826	Y116F11B.10	pseudogenic_transcript
Y116F11B.12a.1	V	19881374	19895350	V	17915795	19557398	20900332	12.2670370772512	0.263589906029649	Local eQTL	2984537	WBGene00001629	gly-4	mRNA
Y116F11B.12a.2	V	19881374	19902647	V	18091416	19788722	20900332	8.76171993085319	0.172061786186769	Local eQTL	2808916	WBGene00001629	gly-4	mRNA
Y116F11B.13.1	V	19883216	19885854	V	13724872	14773604	15517759	10.1631124594181	0.187864523546207	Distant eQTL	1792887	WBGene00013828	Y116F11B.13	mRNA
Y116F11B.13.1	V	19883216	19885854	V	19716060	20875880	20900332	6.81181219971102	0.180399582863025	Local eQTL	1184272	WBGene00013828	Y116F11B.13	mRNA
Y116F11B.14.1	V	19899467	19900291	V	18411743	19880854	20900332	16.1235663051102	0.319998786225448	Local eQTL	2488589	WBGene00013829	Y116F11B.14	mRNA
Y116F11B.17.1	V	19820569	19822193	IV	6090293	9026757	12865361	6.14973365938785	0.0206726888139591	Distant eQTL	6775068	WBGene00189943	Y116F11B.17	mRNA
Y116F11B.17.1	V	19820569	19822193	V	18040680	19671203	20900332	41.0093859158514	0.702102962521272	Local eQTL	2859652	WBGene00189943	Y116F11B.17	mRNA
Y116F11B.3.1	V	19822740	19831011	V	18751421	20009197	20900332	7.26971745909826	0.194151264765327	Local eQTL	2148911	WBGene00003959	pcp-4	mRNA
Y116F11B.3.2	V	19822740	19830425	V	18368566	20009197	20900332	10.8700411207061	0.241774987632758	Local eQTL	2531766	WBGene00003959	pcp-4	mRNA
Y116F11B.6.1	V	19842632	19845977	II	8224393	8795806	9505213	6.13217255132019	0.188002279151632	Distant eQTL	1280820	WBGene00013822	Y116F11B.6	mRNA
Y116F11B.6.1	V	19842632	19845977	IV	15493350	16386540	16976924	13.3079139153212	0.258818284056409	Distant eQTL	1483574	WBGene00013822	Y116F11B.6	mRNA
Y116F11B.6.1	V	19842632	19845977	V	4126655	4856381	10484943	10.3128795392979	0.203969277779217	Distant eQTL	6358288	WBGene00013822	Y116F11B.6	mRNA
Y116F11B.6.1	V	19842632	19845977	X	303575	769345	6155507	7.97694091966173	0.20129273081743	Distant eQTL	5851932	WBGene00013822	Y116F11B.6	mRNA
Y116F11B.7.1	V	19848314	19855326	V	17874597	19808793	20900332	19.1892382314695	0.475655918265031	Local eQTL	3025735	WBGene00013823	Y116F11B.7	mRNA
Y119C1B.10a.1	I	4555343	4556826	I	2761065	4513340	10048333	8.44075661526476	0.172155617714113	Local eQTL	7287268	WBGene00022475	Y119C1B.10	mRNA
Y119C1B.10b.1	I	4555348	4556821	I	2730263	4588009	11458256	44.9305269348426	0.641347957733794	Local eQTL	8727993	WBGene00022475	Y119C1B.10	mRNA
